tribunal,siglaTribunal,dadosBasicos.orgaoJulgador.codigoOrgao,ocorrencia,valido,nao_valido,freq1,freq2,freq3,freq4
tre,TRE-PR,52426,193,13,4,2,14,1,0
tre,TRE-PR,15405,43,16,1,0,11,6,0
tre,TRE-PR,15421,139,16,1,0,9,7,1
tre,TRE-PR,15450,49,15,1,0,8,8,0
tre,TRE-PR,15511,16,8,0,0,4,4,0
tre,TRE-PR,15536,34,5,1,0,3,3,0
tre,TRE-PR,15580,64,14,2,0,10,6,0
tre,TRE-PR,15581,57,15,0,0,8,6,1
tre,TRE-PR,52423,50,8,1,1,5,3,0
tre,TRE-PR,52425,36,12,0,0,8,4,0
tre,TRE-PR,52424,37,10,2,0,10,2,0
tre,TRE-PR,15447,36,12,1,0,6,7,0
tre,TRE-PR,15573,11,6,1,1,3,3,0
tre,TRE-PR,15394,23,10,0,0,5,5,0
tre,TRE-PR,15413,64,15,0,0,7,8,0
tre,TRE-PR,15423,43,12,1,0,5,8,0
tre,TRE-PR,15494,53,15,0,0,8,7,0
tre,TRE-PR,15525,23,10,0,0,6,4,0
tre,TRE-PR,15528,30,12,2,0,9,5,0
tre,TRE-PR,15539,24,5,0,0,2,3,0
tre,TRE-PR,15541,28,12,0,0,8,4,0
tre,TRE-PR,15555,29,7,0,0,2,5,0
tre,TRE-PR,15594,155,17,1,0,11,7,0
tre,TRE-PR,15392,10,5,0,0,1,4,0
tre,TRE-PR,15393,19,6,1,1,3,3,0
tre,TRE-PR,15396,27,10,0,0,4,6,0
tre,TRE-PR,15402,45,12,1,0,6,7,0
tre,TRE-PR,15406,45,11,0,0,5,6,0
tre,TRE-PR,15407,19,8,0,0,4,4,0
tre,TRE-PR,15409,78,13,2,0,7,8,0
tre,TRE-PR,15414,41,6,0,0,3,3,0
tre,TRE-PR,15415,50,7,0,0,3,4,0
tre,TRE-PR,15416,15,8,0,0,3,5,0
tre,TRE-PR,15417,89,16,1,0,8,9,0
tre,TRE-PR,15418,34,14,0,0,8,6,0
tre,TRE-PR,15424,66,20,0,0,12,8,0
tre,TRE-PR,15425,28,14,0,0,8,6,0
tre,TRE-PR,15428,43,14,0,0,7,7,0
tre,TRE-PR,15429,27,12,1,0,6,7,0
tre,TRE-PR,15438,38,11,0,0,4,7,0
tre,TRE-PR,15439,24,7,0,0,2,5,0
tre,TRE-PR,15446,59,15,0,0,9,6,0
tre,TRE-PR,15451,52,8,0,0,2,6,0
tre,TRE-PR,15453,39,11,0,0,6,5,0
tre,TRE-PR,15454,11,5,0,0,1,4,0
tre,TRE-PR,15457,31,9,0,0,2,7,0
tre,TRE-PR,15459,43,10,1,0,5,6,0
tre,TRE-PR,15465,48,6,0,0,2,4,0
tre,TRE-PR,15467,22,5,0,0,2,3,0
tre,TRE-PR,15470,26,6,1,0,2,5,0
tre,TRE-PR,15471,126,9,1,1,4,5,0
tre,TRE-PR,15472,30,9,0,0,4,5,0
tre,TRE-PR,15473,3,2,0,0,1,1,0
tre,TRE-PR,15474,30,11,1,0,7,5,0
tre,TRE-PR,15475,70,5,0,0,1,4,0
tre,TRE-PR,15477,12,5,0,0,1,4,0
tre,TRE-PR,15480,80,15,0,0,7,8,0
tre,TRE-PR,15481,42,14,0,0,6,8,0
tre,TRE-PR,15482,4,2,0,0,0,2,0
tre,TRE-PR,15483,28,11,0,0,7,4,0
tre,TRE-PR,15485,32,12,1,0,7,6,0
tre,TRE-PR,15488,40,5,2,0,3,4,0
tre,TRE-PR,15491,40,15,2,0,10,7,0
tre,TRE-PR,15496,10,5,0,0,2,3,0
tre,TRE-PR,15497,429,28,1,2,17,10,0
tre,TRE-PR,15498,13,7,1,1,3,4,0
tre,TRE-PR,15499,65,8,3,0,5,6,0
tre,TRE-PR,15500,8,5,0,0,2,3,0
tre,TRE-PR,15501,13,10,0,0,4,6,0
tre,TRE-PR,15502,28,10,1,0,7,4,0
tre,TRE-PR,15504,23,12,0,0,6,6,0
tre,TRE-PR,15505,15,6,0,0,2,4,0
tre,TRE-PR,15506,62,11,0,0,5,6,0
tre,TRE-PR,15509,48,12,2,1,8,5,0
tre,TRE-PR,15510,9,5,0,0,2,3,0
tre,TRE-PR,15512,11,6,0,0,2,4,0
tre,TRE-PR,15513,11,4,0,0,0,4,0
tre,TRE-PR,15514,62,11,0,0,4,6,1
tre,TRE-PR,15515,59,13,2,0,8,7,0
tre,TRE-PR,15516,69,13,0,0,7,6,0
tre,TRE-PR,15517,12,6,1,1,1,5,0
tre,TRE-PR,15519,20,8,0,0,3,5,0
tre,TRE-PR,15520,13,5,0,0,1,4,0
tre,TRE-PR,15523,26,9,0,0,2,7,0
tre,TRE-PR,15524,13,8,1,0,4,5,0
tre,TRE-PR,15526,35,9,0,0,4,5,0
tre,TRE-PR,15527,6,6,0,0,2,4,0
tre,TRE-PR,15530,21,7,0,0,2,5,0
tre,TRE-PR,15531,143,15,1,0,11,5,0
tre,TRE-PR,15533,21,7,0,0,2,5,0
tre,TRE-PR,15534,32,9,0,0,3,6,0
tre,TRE-PR,15535,25,8,0,0,2,5,1
tre,TRE-PR,15537,36,9,2,0,6,5,0
tre,TRE-PR,15538,13,7,0,0,4,3,0
tre,TRE-PR,15540,9,3,0,0,0,3,0
tre,TRE-PR,15543,8,5,0,0,2,3,0
tre,TRE-PR,15545,4,3,0,0,0,3,0
tre,TRE-PR,15546,9,6,0,0,3,3,0
tre,TRE-PR,15547,8,3,0,0,1,2,0
tre,TRE-PR,15548,45,12,2,0,9,5,0
tre,TRE-PR,15549,10,5,0,0,1,4,0
tre,TRE-PR,15550,28,9,0,0,5,4,0
tre,TRE-PR,15551,17,8,0,0,4,4,0
tre,TRE-PR,15552,17,7,0,0,3,4,0
tre,TRE-PR,15554,11,5,0,0,3,2,0
tre,TRE-PR,15556,34,7,1,0,3,4,1
tre,TRE-PR,15557,30,8,0,0,5,3,0
tre,TRE-PR,15560,2,2,0,0,1,1,0
tre,TRE-PR,15561,22,6,0,0,2,4,0
tre,TRE-PR,15563,27,10,0,0,4,6,0
tre,TRE-PR,15564,30,8,0,0,2,6,0
tre,TRE-PR,15565,11,8,0,0,3,5,0
tre,TRE-PR,15566,11,4,0,1,0,3,0
tre,TRE-PR,15567,8,5,0,0,0,5,0
tre,TRE-PR,15568,13,7,0,0,2,5,0
tre,TRE-PR,15575,182,18,0,0,8,10,0
tre,TRE-PR,15576,49,6,1,0,4,3,0
tre,TRE-PR,15577,12,4,0,0,2,2,0
tre,TRE-PR,15579,53,12,1,0,7,6,0
tre,TRE-PR,15582,12,5,0,0,2,3,0
tre,TRE-PR,15583,14,8,0,0,2,6,0
tre,TRE-PR,15584,21,8,0,0,3,5,0
tre,TRE-PR,15588,8,3,0,0,1,2,0
tre,TRE-PR,15589,17,5,1,0,3,3,0
tre,TRE-PR,15592,37,11,2,0,8,5,0
tre,TRE-PR,15593,17,6,0,0,0,6,0
tre,TRE-PR,15595,14,5,0,0,3,2,0
tre,TRE-PR,15422,86,15,0,0,8,7,0
tre,TRE-PR,15437,35,11,0,0,6,5,0
tre,TRE-PR,15464,11,5,1,0,4,2,0
tre,TRE-PR,15391,16,6,1,0,3,4,0
tre,TRE-PR,15403,37,13,0,1,8,4,0
tre,TRE-PR,15430,52,17,0,0,10,7,0
tre,TRE-PR,15443,44,12,0,0,6,6,0
tre,TRE-PR,15462,57,9,0,0,4,5,0
tre,TRE-PR,15476,10,5,0,0,3,2,0
tre,TRE-PR,15486,57,11,1,0,5,7,0
tre,TRE-PR,15521,25,10,0,0,5,5,0
tre,TRE-PR,15553,30,9,0,0,6,3,0
tre,TRE-PR,15390,32,9,0,0,5,4,0
tre,TRE-PR,15399,37,9,0,0,5,4,0
tre,TRE-PR,15401,31,10,1,0,7,3,1
tre,TRE-PR,15404,131,17,1,0,10,8,0
tre,TRE-PR,15431,52,9,0,0,4,5,0
tre,TRE-PR,15436,40,12,1,0,6,7,0
tre,TRE-PR,15441,87,14,3,2,7,8,0
tre,TRE-PR,15466,5,2,0,0,1,1,0
tre,TRE-PR,15468,5,3,0,0,2,1,0
tre,TRE-PR,15484,56,9,1,1,3,6,0
tre,TRE-PR,15487,28,6,0,0,4,2,0
tre,TRE-PR,15490,8,4,0,0,1,3,0
tre,TRE-PR,15507,2,1,1,0,2,0,0
tre,TRE-PR,15522,10,4,0,0,1,3,0
tre,TRE-PR,15532,18,9,0,0,5,4,0
tre,TRE-PR,15569,7,3,1,0,2,2,0
tre,TRE-PR,15571,2,1,0,0,1,0,0
tre,TRE-PR,15585,14,4,0,0,1,3,0
tre,TRE-PR,15591,9,5,0,0,3,2,0
tre,TRE-PR,15398,510,23,3,1,16,9,0
tre,TRE-PR,15400,27,9,2,1,6,4,0
tre,TRE-PR,15411,22,7,0,0,2,5,0
tre,TRE-PR,15432,31,9,1,0,5,5,0
tre,TRE-PR,15445,29,4,0,0,0,4,0
tre,TRE-PR,15460,9,2,0,0,0,2,0
tre,TRE-PR,15463,41,8,0,0,1,7,0
tre,TRE-PR,15492,21,4,0,0,1,3,0
tre,TRE-PR,15493,9,4,0,0,1,3,0
tre,TRE-PR,15503,3,2,0,0,0,2,0
tre,TRE-PR,15508,5,3,0,0,0,3,0
tre,TRE-PR,15518,34,7,1,0,5,3,0
tre,TRE-PR,15529,15,5,1,1,3,2,0
tre,TRE-PR,15542,24,5,1,0,3,3,0
tre,TRE-PR,15544,6,5,0,0,2,3,0
tre,TRE-PR,15570,2,1,0,0,0,1,0
tre,TRE-PR,15586,19,9,0,0,3,6,0
tre,TRE-PR,15587,20,8,0,0,2,6,0
tre,TRE-PR,15596,3,1,0,0,0,1,0
tre,TRE-PR,15558,10,7,0,0,3,4,0
tre,TRE-PR,15408,180,13,0,0,4,8,1
tre,TRE-PR,15420,10,5,0,0,1,4,0
tre,TRE-PR,15427,16,9,0,0,4,5,0
tre,TRE-PR,15458,12,5,0,0,2,3,0
tre,TRE-PR,15426,23,6,0,0,2,4,0
tre,TRE-PR,15478,8,2,0,0,1,1,0
tre,TRE-PR,15442,66,9,0,0,4,5,0
tre,TRE-PR,15448,31,5,0,0,1,4,0
tre,TRE-PR,15455,13,6,0,0,3,3,0
tre,TRE-PR,15410,14,7,0,0,2,5,0
tre,TRE-PR,15412,15,7,0,0,2,4,1
tre,TRE-PR,15434,25,3,0,0,0,3,0
tre,TRE-PR,15435,23,3,0,0,0,3,0
tre,TRE-PR,15444,16,2,0,0,0,2,0
tre,TRE-PR,15452,7,3,0,0,1,2,0
tre,TRE-PR,15419,37,5,0,0,1,4,0
tre,TRE-PR,15433,9,3,0,0,2,1,0
tre,TRE-PR,15440,13,5,0,0,2,3,0
tre,TRE-PR,15449,19,3,1,1,1,2,0
tre,TRE-PR,15572,9,1,0,0,0,1,0
tre,TRE-PR,15578,2,1,0,0,1,0,0
tre,TRE-PR,15489,9,4,0,0,1,3,0
tre,TRE-PR,15495,1,1,0,0,0,1,0
tre,TRE-PI,14422,56,6,0,1,2,3,0
tre,TRE-PI,14441,59,7,2,0,6,3,0
tre,TRE-PI,14508,16,7,0,0,4,3,0
tre,TRE-PI,27620,107,8,2,0,8,2,0
tre,TRE-PI,27622,171,9,2,0,8,3,0
tre,TRE-PI,27623,177,12,2,1,10,3,0
tre,TRE-PI,27624,125,10,1,2,7,2,0
tre,TRE-PI,27625,120,8,3,2,7,2,0
tre,TRE-PI,27626,141,11,1,1,8,3,0
tre,TRE-PI,14419,20,5,0,0,2,3,0
tre,TRE-PI,14420,5,3,0,0,2,1,0
tre,TRE-PI,14427,362,12,2,0,10,4,0
tre,TRE-PI,14431,13,3,1,0,3,1,0
tre,TRE-PI,14433,121,10,1,0,6,5,0
tre,TRE-PI,14434,55,7,2,0,5,4,0
tre,TRE-PI,14443,98,7,0,0,2,5,0
tre,TRE-PI,14445,25,8,0,0,5,3,0
tre,TRE-PI,14446,55,6,0,0,3,3,0
tre,TRE-PI,14450,160,6,1,0,3,4,0
tre,TRE-PI,14454,14,4,1,0,3,2,0
tre,TRE-PI,14485,123,9,1,1,4,5,0
tre,TRE-PI,14507,44,10,1,0,7,4,0
tre,TRE-PI,14509,69,10,2,0,8,4,0
tre,TRE-PI,27621,72,8,2,3,5,2,0
tre,TRE-PI,14460,243,8,1,0,5,4,0
tre,TRE-PI,14442,8,3,1,0,2,2,0
tre,TRE-PI,14462,150,9,0,0,3,6,0
tre,TRE-PI,14469,31,5,1,0,4,2,0
tre,TRE-PI,14470,87,10,1,0,6,5,0
tre,TRE-PI,14471,57,5,1,0,2,4,0
tre,TRE-PI,14491,85,10,0,0,5,5,0
tre,TRE-PI,14492,18,5,0,0,2,3,0
tre,TRE-PI,14504,3,2,0,0,1,1,0
tre,TRE-PI,14506,53,8,1,0,6,3,0
tre,TRE-PI,14414,17,5,1,0,4,2,0
tre,TRE-PI,14416,40,4,2,1,2,3,0
tre,TRE-PI,14417,29,6,0,0,3,3,0
tre,TRE-PI,14418,18,7,1,0,4,4,0
tre,TRE-PI,14423,37,5,0,0,1,4,0
tre,TRE-PI,14426,49,6,2,0,4,4,0
tre,TRE-PI,14428,20,9,0,0,6,3,0
tre,TRE-PI,14429,77,8,1,0,6,3,0
tre,TRE-PI,14430,12,5,1,0,3,3,0
tre,TRE-PI,14432,25,4,0,0,3,1,0
tre,TRE-PI,14435,50,7,3,0,5,5,0
tre,TRE-PI,14437,31,6,1,0,5,2,0
tre,TRE-PI,14438,41,4,1,0,2,3,0
tre,TRE-PI,14439,31,9,2,1,6,4,0
tre,TRE-PI,14440,33,4,0,0,1,3,0
tre,TRE-PI,14444,19,4,1,0,3,2,0
tre,TRE-PI,14448,182,8,0,0,4,4,0
tre,TRE-PI,14449,69,7,1,0,5,3,0
tre,TRE-PI,14451,28,8,1,0,5,4,0
tre,TRE-PI,14452,134,5,1,0,4,2,0
tre,TRE-PI,14453,43,9,2,0,5,6,0
tre,TRE-PI,14456,56,3,0,0,0,3,0
tre,TRE-PI,14459,16,3,0,0,1,2,0
tre,TRE-PI,14461,127,6,0,0,2,4,0
tre,TRE-PI,14465,56,5,1,0,2,4,0
tre,TRE-PI,14466,29,6,2,1,3,4,0
tre,TRE-PI,14467,18,5,1,0,3,3,0
tre,TRE-PI,14472,39,5,0,0,0,5,0
tre,TRE-PI,14474,17,5,0,0,2,3,0
tre,TRE-PI,14475,152,8,0,1,2,5,0
tre,TRE-PI,14477,124,6,2,0,4,4,0
tre,TRE-PI,14480,316,12,1,0,7,6,0
tre,TRE-PI,14481,12,5,0,0,2,3,0
tre,TRE-PI,14482,376,10,2,0,6,6,0
tre,TRE-PI,14484,25,2,0,0,1,1,0
tre,TRE-PI,14487,71,8,0,0,3,5,0
tre,TRE-PI,14489,16,2,0,0,0,2,0
tre,TRE-PI,14493,73,5,0,0,1,4,0
tre,TRE-PI,14495,11,4,0,0,1,3,0
tre,TRE-PI,14496,10,5,0,0,2,3,0
tre,TRE-PI,14497,15,5,0,1,2,2,0
tre,TRE-PI,14500,6,3,1,0,2,2,0
tre,TRE-PI,14501,108,8,2,0,4,6,0
tre,TRE-PI,14502,23,4,1,0,2,3,0
tre,TRE-PI,14503,30,7,1,0,3,5,0
tre,TRE-PI,14511,3,1,1,0,1,1,0
tre,TRE-PI,14425,76,4,1,0,3,2,0
tre,TRE-PI,14415,22,4,1,0,3,2,0
tre,TRE-PI,14421,4,3,0,0,3,0,0
tre,TRE-PI,14447,9,2,0,0,1,1,0
tre,TRE-PI,14457,133,4,1,0,2,3,0
tre,TRE-PI,14476,18,6,0,0,4,2,0
tre,TRE-PI,14510,110,5,1,0,5,1,0
tre,TRE-PI,14413,370,9,3,0,7,5,0
tre,TRE-PI,27619,15,0,1,0,1,0,0
tre,TRE-PI,14479,116,6,0,0,2,4,0
tre,TRE-PI,14463,19,1,0,0,0,1,0
tre,TRE-PI,14488,3,2,0,0,0,2,0
tre,TRE-PI,14473,8,1,0,0,0,1,0
tre,TRE-PI,14490,3,1,0,0,0,1,0
tre,TRE-PE,28903,38,9,0,1,4,3,1
tre,TRE-PE,28917,7,3,0,1,1,1,0
tre,TRE-PE,28881,184,14,1,1,5,7,2
tre,TRE-PE,28886,14,6,0,1,2,3,0
tre,TRE-PE,28926,36,13,3,2,9,4,1
tre,TRE-PE,28927,38,10,2,2,6,3,1
tre,TRE-PE,28928,34,10,3,0,10,3,0
tre,TRE-PE,28929,56,11,1,2,6,3,1
tre,TRE-PE,30316,57,14,3,3,8,4,2
tre,TRE-PE,45361,43,8,2,1,6,3,0
tre,TRE-PE,28767,8,4,0,0,2,2,0
tre,TRE-PE,28778,14,7,1,0,5,3,0
tre,TRE-PE,28779,21,10,0,0,5,5,0
tre,TRE-PE,28789,39,11,1,1,6,4,1
tre,TRE-PE,28791,1,1,0,0,1,0,0
tre,TRE-PE,28792,80,6,1,0,5,2,0
tre,TRE-PE,28796,41,5,0,0,2,3,0
tre,TRE-PE,28801,22,6,0,0,4,2,0
tre,TRE-PE,28802,28,7,0,0,4,3,0
tre,TRE-PE,28819,205,13,2,0,7,6,2
tre,TRE-PE,28823,104,16,1,1,10,4,2
tre,TRE-PE,28826,266,19,0,0,11,6,2
tre,TRE-PE,28838,37,10,1,0,7,3,1
tre,TRE-PE,28839,21,5,1,1,2,3,0
tre,TRE-PE,28842,15,6,2,0,4,4,0
tre,TRE-PE,28850,165,14,1,0,8,5,2
tre,TRE-PE,28855,16,7,1,1,4,3,0
tre,TRE-PE,28856,99,13,0,0,8,4,1
tre,TRE-PE,28857,29,7,0,0,4,3,0
tre,TRE-PE,28868,35,6,2,0,6,1,1
tre,TRE-PE,28872,5,3,1,0,3,1,0
tre,TRE-PE,28879,17,7,1,0,5,3,0
tre,TRE-PE,28884,18,5,0,0,3,2,0
tre,TRE-PE,28898,23,7,0,0,3,2,2
tre,TRE-PE,28901,23,6,2,1,5,2,0
tre,TRE-PE,28909,37,5,0,0,2,3,0
tre,TRE-PE,28923,61,10,2,2,7,2,1
tre,TRE-PE,28771,21,6,0,0,3,3,0
tre,TRE-PE,28883,17,5,1,0,3,3,0
tre,TRE-PE,28769,30,11,0,0,7,4,0
tre,TRE-PE,28787,18,7,0,0,3,4,0
tre,TRE-PE,28790,37,7,1,0,3,5,0
tre,TRE-PE,28803,11,4,0,0,2,2,0
tre,TRE-PE,28827,96,13,1,0,7,5,2
tre,TRE-PE,28828,24,6,0,0,4,2,0
tre,TRE-PE,28843,25,6,0,0,2,3,1
tre,TRE-PE,28860,9,6,0,0,3,2,1
tre,TRE-PE,28861,25,7,0,0,4,3,0
tre,TRE-PE,28864,362,16,4,2,12,4,2
tre,TRE-PE,28870,29,11,1,1,7,4,0
tre,TRE-PE,28871,58,7,1,2,3,3,0
tre,TRE-PE,28876,27,6,0,0,3,2,1
tre,TRE-PE,28887,11,4,0,0,3,1,0
tre,TRE-PE,28893,11,4,0,1,2,1,0
tre,TRE-PE,28768,10,4,0,0,2,2,0
tre,TRE-PE,28774,49,7,0,0,2,5,0
tre,TRE-PE,28775,38,6,2,0,5,3,0
tre,TRE-PE,28777,8,5,0,0,3,2,0
tre,TRE-PE,28782,11,4,0,0,2,2,0
tre,TRE-PE,28786,14,3,1,0,2,1,1
tre,TRE-PE,28788,90,11,1,0,6,6,0
tre,TRE-PE,28798,27,4,0,0,1,3,0
tre,TRE-PE,28804,22,7,0,0,4,3,0
tre,TRE-PE,28805,124,10,1,0,4,5,2
tre,TRE-PE,28807,7,4,0,0,2,2,0
tre,TRE-PE,28808,6,3,0,0,2,1,0
tre,TRE-PE,28810,21,4,0,0,1,3,0
tre,TRE-PE,28812,29,8,0,0,5,3,0
tre,TRE-PE,28817,6,3,1,0,2,1,1
tre,TRE-PE,28818,14,7,0,0,4,3,0
tre,TRE-PE,28824,12,3,0,0,1,2,0
tre,TRE-PE,28829,39,5,0,0,2,3,0
tre,TRE-PE,28830,13,5,1,0,4,2,0
tre,TRE-PE,28832,17,7,0,0,4,3,0
tre,TRE-PE,28835,33,4,0,0,2,2,0
tre,TRE-PE,28836,51,8,0,0,4,4,0
tre,TRE-PE,28837,47,4,0,0,2,2,0
tre,TRE-PE,28846,17,6,1,0,3,4,0
tre,TRE-PE,28848,20,3,1,0,2,2,0
tre,TRE-PE,28849,29,6,2,2,3,2,1
tre,TRE-PE,28851,21,4,0,0,1,2,1
tre,TRE-PE,28854,25,9,0,0,4,5,0
tre,TRE-PE,28858,85,7,0,0,4,2,1
tre,TRE-PE,28869,16,5,1,0,3,3,0
tre,TRE-PE,28873,46,6,0,0,2,3,1
tre,TRE-PE,28888,8,4,0,0,3,1,0
tre,TRE-PE,28892,27,11,1,0,7,5,0
tre,TRE-PE,28895,4,2,0,0,2,0,0
tre,TRE-PE,28899,10,6,1,0,4,3,0
tre,TRE-PE,28902,17,5,0,0,3,2,0
tre,TRE-PE,28905,13,4,0,0,2,2,0
tre,TRE-PE,28906,11,4,0,0,2,2,0
tre,TRE-PE,28910,13,4,0,0,2,2,0
tre,TRE-PE,28912,38,6,0,0,3,3,0
tre,TRE-PE,28916,4,2,0,0,1,1,0
tre,TRE-PE,28866,2,2,0,1,1,0,0
tre,TRE-PE,28770,13,6,0,0,2,4,0
tre,TRE-PE,28784,28,3,0,0,1,2,0
tre,TRE-PE,28820,17,6,1,0,2,4,1
tre,TRE-PE,28831,4,3,0,0,2,1,0
tre,TRE-PE,28841,11,4,0,0,1,3,0
tre,TRE-PE,28845,22,5,0,0,1,4,0
tre,TRE-PE,28852,10,6,1,1,2,4,0
tre,TRE-PE,28859,55,7,0,0,3,4,0
tre,TRE-PE,28863,6,2,0,0,1,1,0
tre,TRE-PE,28865,11,4,0,0,2,2,0
tre,TRE-PE,28874,13,5,0,0,1,4,0
tre,TRE-PE,28875,38,8,2,0,7,3,0
tre,TRE-PE,28878,10,5,1,0,3,2,1
tre,TRE-PE,28885,16,6,1,0,3,4,0
tre,TRE-PE,28889,12,6,1,0,3,4,0
tre,TRE-PE,28896,19,9,1,0,6,3,1
tre,TRE-PE,28897,2,2,0,0,1,1,0
tre,TRE-PE,28900,6,5,0,0,3,2,0
tre,TRE-PE,28908,131,11,1,0,5,5,2
tre,TRE-PE,28776,22,8,0,1,2,5,0
tre,TRE-PE,28799,30,3,0,0,1,2,0
tre,TRE-PE,28809,5,2,0,0,0,2,0
tre,TRE-PE,28816,13,3,1,0,1,3,0
tre,TRE-PE,28822,4,2,0,0,0,2,0
tre,TRE-PE,28834,13,3,0,0,0,3,0
tre,TRE-PE,28877,48,6,1,0,4,2,1
tre,TRE-PE,28880,2,1,1,1,0,1,0
tre,TRE-PE,28891,10,4,1,0,2,3,0
tre,TRE-PE,28894,4,1,1,0,1,1,0
tre,TRE-PE,30315,73,1,3,0,3,0,1
tre,TRE-PE,28847,9,1,0,0,0,1,0
tre,TRE-PE,28781,24,4,0,0,1,2,1
tre,TRE-PE,28785,5,3,0,0,1,2,0
tre,TRE-PE,28793,1,1,0,0,0,1,0
tre,TRE-PE,28833,2,1,1,0,1,1,0
tre,TRE-PE,28844,4,2,2,1,2,1,0
tre,TRE-PE,28911,1,1,0,0,0,1,0
tre,TRE-PE,28913,4,3,0,0,2,1,0
tre,TRE-PE,28915,7,4,1,0,3,1,1
tre,TRE-PE,28783,170,9,2,0,7,2,2
tre,TRE-PE,28795,3,2,0,0,0,1,1
tre,TRE-PE,28811,29,4,1,0,3,1,1
tre,TRE-PE,28862,2,2,0,0,1,1,0
tre,TRE-PE,28773,125,8,4,3,7,1,1
tre,TRE-PE,28780,71,5,2,0,4,0,3
tre,TRE-PE,28797,5,2,0,0,0,1,1
tre,TRE-PE,28806,5,2,2,0,3,0,1
tre,TRE-PE,28815,3,2,0,0,1,0,1
tre,TRE-PE,28904,6,2,0,0,1,0,1
tre,TRE-PE,28840,2,2,0,0,1,0,1
tre,TRE-PE,28794,6,3,0,0,3,0,0
tre,TRE-PE,28821,3,1,0,0,1,0,0
tre,TRE-PE,28882,5,2,0,0,2,0,0
tre,TRE-PE,28813,1,1,0,0,1,0,0
tre,TRE-PB,14235,67,8,2,1,7,2,0
tre,TRE-PB,14298,26,8,2,1,6,3,0
tre,TRE-PB,14259,42,7,4,2,8,1,0
tre,TRE-PB,14260,50,10,2,0,10,2,0
tre,TRE-PB,44867,61,13,3,1,13,2,0
tre,TRE-PB,44868,86,17,0,2,13,2,0
tre,TRE-PB,44869,55,14,2,3,10,3,0
tre,TRE-PB,44870,42,10,0,1,8,1,0
tre,TRE-PB,44871,58,14,3,5,11,1,0
tre,TRE-PB,44872,67,14,2,3,11,2,0
tre,TRE-PB,14232,41,8,3,0,10,1,0
tre,TRE-PB,14238,90,15,2,0,12,5,0
tre,TRE-PB,14249,19,5,0,0,4,1,0
tre,TRE-PB,14251,52,9,0,0,7,2,0
tre,TRE-PB,14266,43,15,1,0,12,4,0
tre,TRE-PB,14268,21,7,1,0,6,2,0
tre,TRE-PB,14269,24,7,1,1,6,1,0
tre,TRE-PB,14274,76,14,0,0,12,2,0
tre,TRE-PB,14275,70,14,0,0,12,2,0
tre,TRE-PB,14278,20,7,0,1,5,1,0
tre,TRE-PB,14282,37,6,0,0,5,1,0
tre,TRE-PB,14284,37,9,2,0,8,3,0
tre,TRE-PB,14293,181,19,1,2,15,3,0
tre,TRE-PB,14297,66,15,2,2,11,4,0
tre,TRE-PB,14299,29,8,2,0,9,1,0
tre,TRE-PB,77967,35,6,0,0,5,1,0
tre,TRE-PB,77969,27,4,0,0,3,1,0
tre,TRE-PB,14261,44,12,0,1,9,2,0
tre,TRE-PB,14280,35,5,0,1,3,1,0
tre,TRE-PB,44855,4,3,0,1,2,0,0
tre,TRE-PB,14233,25,7,0,0,6,1,0
tre,TRE-PB,14247,32,9,2,0,8,3,0
tre,TRE-PB,14250,37,9,1,0,8,2,0
tre,TRE-PB,14255,37,8,0,0,5,3,0
tre,TRE-PB,14263,93,11,1,0,9,3,0
tre,TRE-PB,14265,37,7,1,0,6,2,0
tre,TRE-PB,14291,53,7,0,0,5,2,0
tre,TRE-PB,14292,43,7,1,0,6,2,0
tre,TRE-PB,14294,193,10,1,1,6,4,0
tre,TRE-PB,14237,23,8,1,1,6,2,0
tre,TRE-PB,14239,44,10,0,0,6,4,0
tre,TRE-PB,14240,48,9,0,0,5,4,0
tre,TRE-PB,14241,54,11,3,1,11,2,0
tre,TRE-PB,14242,14,2,0,0,1,1,0
tre,TRE-PB,14244,39,10,0,0,8,2,0
tre,TRE-PB,14245,10,1,0,0,0,1,0
tre,TRE-PB,14248,25,5,3,1,6,1,0
tre,TRE-PB,14253,15,5,0,0,4,1,0
tre,TRE-PB,14254,20,3,2,0,4,1,0
tre,TRE-PB,14256,137,13,1,0,12,2,0
tre,TRE-PB,14257,46,9,0,0,6,3,0
tre,TRE-PB,14258,32,5,0,0,3,2,0
tre,TRE-PB,14262,45,10,0,0,7,3,0
tre,TRE-PB,14264,59,9,2,0,8,3,0
tre,TRE-PB,14267,65,10,2,0,10,2,0
tre,TRE-PB,14271,16,3,0,0,2,1,0
tre,TRE-PB,14272,85,5,0,0,3,2,0
tre,TRE-PB,14279,16,4,1,0,3,2,0
tre,TRE-PB,14281,8,2,0,0,1,1,0
tre,TRE-PB,14283,5,2,0,0,1,1,0
tre,TRE-PB,14286,24,7,0,0,5,2,0
tre,TRE-PB,14287,31,3,0,0,2,1,0
tre,TRE-PB,14288,50,7,2,0,7,2,0
tre,TRE-PB,14289,16,2,1,0,2,1,0
tre,TRE-PB,14290,41,10,0,0,7,3,0
tre,TRE-PB,14296,84,12,0,0,10,2,0
tre,TRE-PB,14300,8,2,0,0,1,1,0
tre,TRE-PB,14303,32,14,1,0,11,4,0
tre,TRE-PB,14304,219,14,2,1,12,3,0
tre,TRE-PB,14306,10,3,0,0,2,1,0
