tribunal,siglaTribunal,dadosBasicos.orgaoJulgador.codigoOrgao,ocorrencia,valido,nao_valido,freq1,freq2,freq3,freq4
tj,TJPA,6485,159,45,0,1,33,8,3
tj,TJPA,6822,214,35,0,0,23,11,1
tj,TJPA,6865,213,34,0,1,28,4,1
tj,TJPA,6931,158,48,0,3,31,11,3
tj,TJPA,6989,115,32,0,2,25,4,1
tj,TJPA,7785,65,28,0,0,18,8,2
tj,TJPA,7790,282,57,0,3,38,13,3
tj,TJPA,7895,190,37,0,0,24,10,3
tj,TJPA,8174,69,28,0,1,18,8,1
tj,TJPA,5508,8,4,0,0,3,1,0
tj,TJPA,23034,74,7,0,2,5,0,0
tj,TJPA,23037,56,5,0,1,4,0,0
tj,TJPA,23071,10,4,0,0,4,0,0
tj,TJPA,23081,73,3,0,0,3,0,0
tj,TJPA,2819,66,2,0,0,1,1,0
tj,TJPA,3147,208,41,0,2,28,8,3
tj,TJPA,3176,3,3,0,0,2,1,0
tj,TJPA,3252,242,11,0,0,8,3,0
tj,TJPA,3277,247,8,0,0,3,5,0
tj,TJPA,3281,37,7,0,0,5,2,0
tj,TJPA,5341,32,16,0,2,8,4,2
tj,TJPA,5384,174,38,0,0,25,10,3
tj,TJPA,6023,70,15,0,0,9,4,2
tj,TJPA,6122,273,39,0,2,25,10,2
tj,TJPA,6175,250,42,0,4,28,10,0
tj,TJPA,6183,31,14,0,0,9,5,0
tj,TJPA,6187,15,6,0,0,3,3,0
tj,TJPA,6206,141,39,0,0,26,10,3
tj,TJPA,6405,146,18,0,0,9,7,2
tj,TJPA,6474,17,10,0,0,7,3,0
tj,TJPA,6484,174,34,0,0,21,10,3
tj,TJPA,6492,279,46,0,1,33,9,3
tj,TJPA,6837,50,10,0,0,6,2,2
tj,TJPA,6839,80,40,0,2,26,9,3
tj,TJPA,6917,105,24,0,2,14,5,3
tj,TJPA,6921,50,23,0,0,15,6,2
tj,TJPA,6947,137,29,0,0,22,6,1
tj,TJPA,7025,70,24,0,0,14,8,2
tj,TJPA,7788,230,41,0,0,25,13,3
tj,TJPA,7789,57,24,0,0,14,8,2
tj,TJPA,8300,49,4,0,0,2,2,0
tj,TJPA,3217,216,5,0,0,3,2,0
tj,TJPA,7033,210,51,0,4,35,9,3
tj,TJPA,6197,29,17,0,1,11,5,0
tj,TJPA,13710,268,8,0,0,4,3,1
tj,TJPA,3219,161,7,0,0,5,2,0
tj,TJPA,3226,239,8,0,1,4,2,1
tj,TJPA,3239,23,3,0,0,2,1,0
tj,TJPA,3247,215,8,0,0,3,4,1
tj,TJPA,3257,171,8,0,0,5,2,1
tj,TJPA,3259,27,7,0,0,4,2,1
tj,TJPA,6037,88,20,0,0,12,5,3
tj,TJPA,6204,20,15,0,0,6,7,2
tj,TJPA,6845,44,17,0,0,9,5,3
tj,TJPA,7793,58,18,0,0,8,8,2
tj,TJPA,7834,54,20,0,0,10,8,2
tj,TJPA,78369,15,5,0,0,2,3,0
tj,TJPA,8230,81,4,0,0,2,2,0
tj,TJPA,8231,112,4,0,0,2,2,0
tj,TJPA,8233,7,2,0,0,0,2,0
tj,TJPA,8255,6,2,0,0,1,1,0
tj,TJPA,8288,40,2,0,0,0,2,0
tj,TJPA,8304,46,3,0,0,0,3,0
tj,TJPA,8305,110,8,0,0,4,4,0
tj,TJPA,8313,23,2,0,0,1,1,0
tj,TJPA,8314,272,3,0,0,1,2,0
tj,TJPA,6470,201,37,0,3,25,8,1
tj,TJPA,6480,67,18,0,1,13,3,1
tj,TJPA,72925,12,3,0,0,3,0,0
tj,TJPA,78371,21,18,0,2,9,5,2
tj,TJPA,2860,8,1,0,0,0,1,0
tj,TJPA,2896,4557,11,0,0,4,5,2
tj,TJPA,6475,28,9,0,1,6,2,0
tj,TJPA,7786,50,14,0,0,8,4,2
tj,TJPA,7819,5,3,0,0,2,1,0
tj,TJPA,78368,22,7,0,0,5,2,0
tj,TJPA,8293,41,11,0,0,4,5,2
tj,TJPA,6861,154,27,0,2,18,7,0
tj,TJPA,12703,881,15,0,3,10,2,0
tj,TJPA,5454,271,19,0,1,9,9,0
tj,TJPA,7817,82,8,0,1,6,1,0
tj,TJPA,3077,334,8,0,0,7,1,0
tj,TJPA,6448,134,26,0,1,15,10,0
tj,TJPA,6479,105,18,0,0,12,6,0
tj,TJPA,6824,153,18,0,0,12,6,0
tj,TJPA,6952,174,26,0,2,17,7,0
tj,TJPA,7019,147,7,0,0,6,1,0
tj,TJPA,78367,26,15,0,0,11,4,0
tj,TJPA,17983,78,19,0,1,12,6,0
tj,TJPA,18422,125,9,0,0,5,4,0
tj,TJPA,23112,294,38,0,6,22,10,0
tj,TJPA,5489,78,17,0,0,11,6,0
tj,TJPA,6425,92,29,0,2,13,11,3
tj,TJPA,6477,89,18,0,0,13,5,0
tj,TJPA,6834,170,13,0,0,7,6,0
tj,TJPA,6906,60,13,0,1,8,4,0
tj,TJPA,81520,105,15,0,1,11,3,0
tj,TJPA,12572,556,18,0,3,10,5,0
tj,TJPA,13955,73,11,0,0,8,3,0
tj,TJPA,16260,117,18,0,0,12,6,0
tj,TJPA,18413,25,7,0,0,5,2,0
tj,TJPA,3030,60,14,0,2,7,5,0
tj,TJPA,3038,38,8,0,0,4,4,0
tj,TJPA,3048,35,8,0,0,4,4,0
tj,TJPA,3056,29,10,0,0,7,3,0
tj,TJPA,3098,166,15,0,0,10,5,0
tj,TJPA,3195,21,9,0,0,7,2,0
tj,TJPA,3032,67,13,0,0,9,4,0
tj,TJPA,3189,203,8,0,0,5,3,0
tj,TJPA,3243,18,4,0,0,2,2,0
tj,TJPA,7811,78,17,0,0,11,6,0
tj,TJPA,13360,144,12,0,1,6,5,0
tj,TJPA,13800,139,14,0,0,8,6,0
tj,TJPA,16458,332,14,0,1,8,5,0
tj,TJPA,3100,135,12,0,0,8,4,0
tj,TJPA,3106,65,11,0,0,6,5,0
tj,TJPA,3107,60,10,0,0,6,4,0
tj,TJPA,3178,2167,31,0,3,20,8,0
tj,TJPA,3181,102,13,0,0,7,6,0
tj,TJPA,3184,110,12,0,0,5,7,0
tj,TJPA,81672,152,7,0,0,5,2,0
tj,TJPA,23052,178,7,0,1,6,0,0
tj,TJPA,3036,34,9,0,0,6,3,0
tj,TJPA,3041,56,10,0,1,4,5,0
tj,TJPA,3053,33,7,0,0,4,3,0
tj,TJPA,3198,29,7,0,0,4,3,0
tj,TJPA,6992,118,15,0,0,11,4,0
tj,TJPA,7813,84,17,0,0,10,7,0
tj,TJPA,72026,76,11,0,0,6,5,0
tj,TJPA,3031,37,9,0,0,5,4,0
tj,TJPA,18004,50,5,0,0,2,3,0
tj,TJPA,3044,27,8,0,0,5,3,0
tj,TJPA,3060,22,7,0,0,3,4,0
tj,TJPA,74263,90,16,0,0,11,5,0
tj,TJPA,7892,72,12,0,0,5,7,0
tj,TJPA,16993,66,13,0,1,7,5,0
tj,TJPA,3023,34,5,0,0,3,2,0
tj,TJPA,3025,57,6,0,1,3,2,0
tj,TJPA,3026,47,5,0,0,2,3,0
tj,TJPA,3029,33,10,0,0,6,4,0
tj,TJPA,3083,44,6,0,0,2,4,0
tj,TJPA,3183,72,7,0,0,3,4,0
tj,TJPA,3200,14,4,0,0,2,2,0
tj,TJPA,7000,83,11,0,0,6,5,0
tj,TJPA,74315,20,4,0,0,3,1,0
tj,TJPA,12995,21,4,0,0,3,1,0
tj,TJPA,13882,124,7,0,0,4,3,0
tj,TJPA,13907,15,6,0,1,3,2,0
tj,TJPA,13574,73,8,0,0,5,3,0
tj,TJPA,79488,14,4,0,0,2,2,0
tj,TJPA,11237,1,1,0,0,1,0,0
tj,TJPA,23082,133,7,0,2,5,0,0
tj,TJPA,23070,126,3,0,1,2,0,0
tj,TJPA,23087,168,6,0,1,5,0,0
tj,TJPA,2835,2,2,0,1,1,0,0
tj,TJPA,23077,168,5,0,2,3,0,0
tj,TJPA,23088,163,5,0,2,3,0,0
tj,TJPA,6870,12,4,0,0,3,1,0
tj,TJPA,7021,3,1,0,0,1,0,0
tj,TJPA,23059,94,4,0,2,2,0,0
tj,TJPA,2915,4,3,0,0,2,1,0
tj,TJPA,18126,121,9,0,0,6,3,0
tj,TJPA,16181,1,1,0,0,1,0,0
tj,TJPA,78370,2,2,0,0,1,1,0
tj,TJPA,3258,3,1,0,0,1,0,0
tj,TJPA,8289,11,2,0,0,2,0,0
tj,TJPA,8318,5,2,0,0,2,0,0
tj,TJPA,11239,1,1,0,0,1,0,0
tj,TJPA,3076,34,3,0,0,3,0,0
tj,TJPA,23057,77,1,0,0,1,0,0
tj,TJPA,23062,108,1,0,0,1,0,0
tj,TJPA,79465,61,1,0,0,1,0,0
tj,TJPA,11710,1,1,0,0,1,0,0
tj,TJMT,48435,715,65,0,1,48,12,4
tj,TJMT,81413,204,4,1,1,4,0,0
tj,TJMT,51805,47,9,0,1,7,1,0
tj,TJMT,6505,195,38,0,1,24,10,3
tj,TJMT,7330,397,55,0,2,35,14,4
tj,TJMT,8075,189,47,0,0,30,12,5
tj,TJMT,48453,50,8,0,0,7,0,1
tj,TJMT,48478,15,7,0,0,5,2,0
tj,TJMT,48493,39,12,1,0,9,4,0
tj,TJMT,48502,17,8,0,0,4,2,2
tj,TJMT,48507,5,3,0,0,3,0,0
tj,TJMT,48526,30,14,0,0,8,5,1
tj,TJMT,48527,14,6,2,0,8,0,0
tj,TJMT,51807,334,7,0,0,4,2,1
tj,TJMT,6687,506,13,0,0,10,2,1
tj,TJMT,7372,292,56,0,2,39,12,3
tj,TJMT,8041,86,28,0,0,16,10,2
tj,TJMT,81860,75,5,0,0,3,1,1
tj,TJMT,48535,64,21,0,0,14,5,2
tj,TJMT,48643,58,6,0,0,6,0,0
tj,TJMT,6346,315,36,0,2,21,11,2
tj,TJMT,6611,323,26,0,0,14,10,2
tj,TJMT,74408,47,7,0,0,7,0,0
tj,TJMT,81012,92,8,0,0,8,0,0
tj,TJMT,8138,308,60,0,3,39,14,4
tj,TJMT,11740,564,43,0,1,25,12,5
tj,TJMT,16512,9,4,2,0,5,0,1
tj,TJMT,16844,39,14,0,0,10,4,0
tj,TJMT,18345,148,40,0,0,27,10,3
tj,TJMT,18392,4909,32,0,2,17,11,2
tj,TJMT,48389,74,22,0,0,13,5,4
tj,TJMT,48417,11,7,0,0,2,3,2
tj,TJMT,48465,55,18,0,0,15,2,1
tj,TJMT,48467,46,10,1,1,9,1,0
tj,TJMT,48490,15,9,0,0,7,2,0
tj,TJMT,48509,122,28,0,1,21,4,2
tj,TJMT,48529,19,7,0,0,4,1,2
tj,TJMT,48539,35,11,4,1,11,3,0
tj,TJMT,48625,77,12,1,1,11,1,0
tj,TJMT,48635,66,9,0,0,8,1,0
tj,TJMT,48639,49,5,0,0,5,0,0
tj,TJMT,48642,49,9,0,0,8,1,0
tj,TJMT,48735,41,3,0,1,2,0,0
tj,TJMT,51792,550,7,1,2,5,1,0
tj,TJMT,6304,549,50,0,0,36,11,3
tj,TJMT,6315,659,48,0,1,31,13,3
tj,TJMT,6341,301,24,0,0,11,11,2
tj,TJMT,6342,382,34,0,0,22,10,2
tj,TJMT,6343,285,25,0,1,12,10,2
tj,TJMT,6344,283,27,0,0,16,9,2
tj,TJMT,6356,116,27,0,0,14,10,3
tj,TJMT,6363,2,1,0,0,1,0,0
tj,TJMT,6536,190,15,0,0,7,5,3
tj,TJMT,6540,189,17,0,0,4,9,4
tj,TJMT,6565,371,39,0,1,23,12,3
tj,TJMT,6616,325,26,0,0,13,10,3
tj,TJMT,7390,216,27,0,2,13,9,3
tj,TJMT,7400,418,25,0,0,13,9,3
tj,TJMT,7496,264,43,0,0,26,14,3
tj,TJMT,7591,254,45,0,1,29,11,4
tj,TJMT,7617,254,44,0,0,28,11,5
tj,TJMT,7664,284,30,0,0,16,11,3
tj,TJMT,8030,244,44,0,1,26,13,4
tj,TJMT,8100,217,39,0,0,25,10,4
tj,TJMT,81009,34,2,1,0,2,1,0
tj,TJMT,8107,301,51,1,1,36,11,4
tj,TJMT,8115,269,46,1,0,27,16,4
tj,TJMT,8126,284,50,0,0,32,13,5
tj,TJMT,8128,427,70,1,5,45,17,4
tj,TJMT,8131,273,40,2,1,27,12,2
tj,TJMT,8147,184,38,2,2,23,13,2
tj,TJMT,17847,25,6,0,0,5,1,0
tj,TJMT,48408,45,7,0,0,1,4,2
tj,TJMT,51810,316,10,0,0,8,2,0
tj,TJMT,6610,544,30,0,0,17,11,2
tj,TJMT,8132,195,48,2,1,34,10,5
tj,TJMT,8135,250,53,0,3,32,14,4
tj,TJMT,8245,1024,33,0,2,19,10,2
tj,TJMT,48634,37,9,0,0,9,0,0
tj,TJMT,48623,51,9,0,0,8,1,0
tj,TJMT,6334,123,18,0,0,9,6,3
tj,TJMT,77959,899,29,1,1,19,9,1
tj,TJMT,8059,235,60,0,2,40,14,4
tj,TJMT,16500,16,8,0,0,6,1,1
tj,TJMT,6338,58,20,0,0,12,3,5
tj,TJMT,6798,38,19,0,0,16,1,2
tj,TJMT,7359,276,37,0,0,26,8,3
tj,TJMT,7761,282,38,0,0,21,13,4
tj,TJMT,7779,254,38,0,0,25,9,4
tj,TJMT,6316,280,30,0,0,17,10,3
tj,TJMT,48459,43,10,0,0,6,4,0
tj,TJMT,7781,219,32,0,0,20,9,3
tj,TJMT,48437,12,10,0,0,8,1,1
tj,TJMT,6298,541,46,0,1,31,11,3
tj,TJMT,6337,65,25,0,0,20,1,4
tj,TJMT,6496,427,12,0,0,7,4,1
tj,TJMT,6723,128,12,0,0,5,6,1
tj,TJMT,7245,446,51,1,1,32,14,5
tj,TJMT,7282,27,12,0,0,6,3,3
tj,TJMT,7303,1006,26,0,0,14,9,3
tj,TJMT,7311,198,15,1,0,10,5,1
tj,TJMT,7338,632,21,0,0,12,7,2
tj,TJMT,7730,49,10,0,0,6,3,1
tj,TJMT,7759,335,46,0,1,29,11,5
tj,TJMT,7765,104,13,0,0,7,5,1
tj,TJMT,7767,132,44,0,3,26,10,5
tj,TJMT,7780,100,36,0,1,19,13,3
tj,TJMT,77960,348,11,1,0,8,3,1
tj,TJMT,8039,64,8,1,0,6,3,0
tj,TJMT,8094,210,36,1,0,21,12,4
tj,TJMT,8095,202,47,0,0,30,12,5
tj,TJMT,8103,241,45,3,2,28,13,5
tj,TJMT,8124,365,29,0,0,16,11,2
tj,TJMT,8142,832,54,0,0,32,17,5
tj,TJMT,48456,37,10,0,0,9,0,1
tj,TJMT,51809,539,19,0,1,11,6,1
tj,TJMT,7290,482,40,0,1,26,10,3
tj,TJMT,8141,264,44,2,1,28,13,4
tj,TJMT,6799,189,48,0,0,33,12,3
tj,TJMT,6800,172,38,0,1,24,10,3
tj,TJMT,7236,668,50,0,0,33,12,5
tj,TJMT,7298,369,43,0,3,26,11,3
tj,TJMT,7627,194,30,0,0,14,12,4
tj,TJMT,7776,123,30,0,0,17,9,4
tj,TJMT,8133,221,49,0,2,28,15,4
tj,TJMT,48614,212,7,2,0,8,1,0
tj,TJMT,48617,44,4,0,0,4,0,0
tj,TJMT,48620,31,7,0,0,6,1,0
tj,TJMT,48628,56,7,0,0,6,1,0
tj,TJMT,48629,72,11,0,0,9,2,0
tj,TJMT,48641,29,4,0,0,3,1,0
tj,TJMT,48644,58,6,0,0,6,0,0
tj,TJMT,48649,45,4,0,0,3,1,0
tj,TJMT,48650,72,4,0,0,4,0,0
tj,TJMT,74412,58,9,0,1,7,1,0
tj,TJMT,48419,3,2,0,0,2,0,0
tj,TJMT,6369,137,11,1,0,10,2,0
tj,TJMT,6500,269,37,0,0,27,8,2
tj,TJMT,6588,105,21,0,1,10,8,2
tj,TJMT,7680,145,38,0,0,23,11,4
tj,TJMT,6390,89,17,0,0,11,5,1
tj,TJMT,6583,249,45,0,1,27,14,3
tj,TJMT,7521,175,43,0,1,22,14,6
tj,TJMT,8072,870,19,1,0,13,6,1
tj,TJMT,6309,755,59,0,2,39,15,3
tj,TJMT,7741,305,36,0,1,18,13,4
tj,TJMT,16515,18,6,0,0,3,2,1
tj,TJMT,16545,11,7,0,0,7,0,0
tj,TJMT,18001,200,38,0,0,25,8,5
tj,TJMT,48445,4,4,0,0,4,0,0
tj,TJMT,48514,71,17,0,0,16,1,0
tj,TJMT,48523,243,19,0,0,12,3,4
tj,TJMT,6317,929,38,0,1,22,12,3
tj,TJMT,6319,490,39,0,0,22,14,3
tj,TJMT,6322,1073,51,0,0,35,13,3
tj,TJMT,6325,839,41,0,0,25,13,3
tj,TJMT,6501,413,48,0,0,33,12,3
tj,TJMT,6502,224,32,0,0,22,8,2
tj,TJMT,6578,180,39,0,0,27,9,3
tj,TJMT,6647,713,46,0,2,26,14,4
tj,TJMT,7322,337,37,0,2,22,10,3
tj,TJMT,7327,265,45,0,1,27,14,3
tj,TJMT,7328,357,46,0,3,31,9,3
tj,TJMT,7368,221,40,0,0,28,9,3
tj,TJMT,7651,251,32,0,0,17,12,3
tj,TJMT,8027,509,74,0,3,50,17,4
tj,TJMT,8036,585,31,0,0,19,8,4
tj,TJMT,8065,259,47,0,0,29,14,4
tj,TJMT,8074,243,50,0,2,31,12,5
tj,TJMT,8088,296,50,0,1,29,15,5
tj,TJMT,8104,353,46,0,0,30,12,4
tj,TJMT,8108,144,40,0,0,21,15,4
tj,TJMT,8140,505,67,1,1,46,17,4
tj,TJMT,8146,119,37,0,0,23,10,4
tj,TJMT,48624,373,5,6,0,10,1,0
tj,TJMT,16593,16,10,0,0,10,0,0
tj,TJMT,7770,152,35,0,0,16,14,5
tj,TJMT,8106,111,37,1,1,24,9,4
tj,TJMT,11234,253,36,0,1,20,12,3
tj,TJMT,48391,8,1,0,0,1,0,0
tj,TJMT,48428,26,5,2,0,7,0,0
tj,TJMT,48434,91,3,0,0,1,2,0
tj,TJMT,48438,5,1,0,0,1,0,0
tj,TJMT,48485,39,4,0,0,2,1,1
tj,TJMT,6286,727,55,0,2,35,15,3
tj,TJMT,6295,430,49,0,0,32,14,3
tj,TJMT,6493,537,14,0,0,9,4,1
tj,TJMT,6495,398,11,0,0,6,4,1
tj,TJMT,6498,486,16,0,0,10,4,2
tj,TJMT,6591,113,27,0,0,18,6,3
tj,TJMT,6678,558,13,0,0,7,5,1
tj,TJMT,6713,373,46,0,1,27,12,6
tj,TJMT,7381,212,16,0,1,10,4,1
tj,TJMT,7433,437,14,0,0,8,5,1
tj,TJMT,7516,255,42,0,0,25,12,5
tj,TJMT,7671,20,6,0,0,2,3,1
tj,TJMT,7749,59,11,0,0,5,5,1
tj,TJMT,7753,284,44,1,0,30,12,3
tj,TJMT,7754,249,46,1,1,28,12,6
tj,TJMT,7757,132,13,1,0,9,4,1
tj,TJMT,7778,103,20,0,0,12,7,1
tj,TJMT,8070,274,62,0,0,42,14,6
tj,TJMT,8101,218,33,1,0,21,10,3
tj,TJMT,8102,278,36,0,1,22,9,4
tj,TJMT,8110,122,30,0,1,17,10,2
tj,TJMT,8112,225,34,1,1,18,13,3
tj,TJMT,8113,213,46,1,0,31,12,4
tj,TJMT,8137,318,55,1,2,33,17,4
tj,TJMT,8144,242,47,1,0,31,13,4
tj,TJMT,8145,369,46,0,0,28,14,4
tj,TJMT,18344,136,36,0,1,23,8,4
tj,TJMT,48538,11,6,1,0,5,0,2
tj,TJMT,6377,362,41,0,0,24,13,4
tj,TJMT,7334,1202,30,0,0,18,9,3
tj,TJMT,7686,177,30,0,0,15,12,3
tj,TJMT,7775,176,49,0,0,30,13,6
tj,TJMT,48388,30,5,0,0,4,0,1
tj,TJMT,48392,28,10,0,0,6,2,2
tj,TJMT,48395,6,5,0,0,4,0,1
tj,TJMT,48402,42,11,2,0,9,2,2
tj,TJMT,48405,5,3,0,0,2,0,1
tj,TJMT,48420,17,8,0,0,6,1,1
tj,TJMT,48422,20,4,0,0,4,0,0
tj,TJMT,48451,8,7,0,0,6,1,0
tj,TJMT,48486,10,5,0,0,4,1,0
tj,TJMT,48519,52,6,1,0,7,0,0
tj,TJMT,48522,29,8,0,0,7,1,0
tj,TJMT,6508,43,22,0,2,15,3,2
tj,TJMT,6603,40,16,0,0,14,2,0
tj,TJMT,6606,10,5,0,0,4,0,1
tj,TJMT,6718,427,52,0,1,31,15,5
tj,TJMT,7487,225,33,0,0,15,14,4
tj,TJMT,7556,398,45,0,1,31,11,2
tj,TJMT,7583,29,4,0,0,1,2,1
tj,TJMT,7601,284,47,0,1,27,15,4
tj,TJMT,8076,78,8,0,0,5,2,1
tj,TJMT,8080,185,48,1,0,28,17,4
tj,TJMT,8082,163,46,0,2,29,11,4
tj,TJMT,8084,135,43,0,0,29,10,4
tj,TJMT,8093,23,9,0,1,7,1,0
tj,TJMT,8096,72,30,1,1,18,8,4
tj,TJMT,8098,620,66,0,0,38,24,4
tj,TJMT,8099,374,49,2,2,30,15,4
tj,TJMT,8109,98,35,2,2,18,14,3
tj,TJMT,8111,105,33,1,0,20,11,3
tj,TJMT,8114,133,34,3,2,25,8,2
tj,TJMT,8116,211,40,0,1,20,15,4
tj,TJMT,8117,583,44,0,0,25,15,4
tj,TJMT,8118,124,42,0,0,25,13,4
tj,TJMT,8119,84,25,0,1,12,10,2
tj,TJMT,8130,221,40,0,0,23,12,5
tj,TJMT,48436,59,21,0,1,15,2,3
tj,TJMT,18002,71,12,0,0,5,6,1
tj,TJMT,17940,15,11,0,0,8,2,1
tj,TJMT,6329,50,23,0,1,14,4,4
tj,TJMT,6339,63,19,0,0,14,2,3
tj,TJMT,7737,337,38,0,0,22,11,5
tj,TJMT,48429,8,6,0,0,3,2,1
tj,TJMT,48440,8,4,0,0,1,1,2
tj,TJMT,48450,25,9,0,0,2,3,4
tj,TJMT,48484,21,9,0,0,4,5,0
tj,TJMT,51808,521,17,0,2,10,4,1
tj,TJMT,6499,11,4,1,0,3,2,0
tj,TJMT,6802,274,25,0,1,16,7,1
tj,TJMT,7504,56,8,0,0,5,2,1
tj,TJMT,7532,90,9,0,0,5,3,1
tj,TJMT,7610,20,7,0,0,4,2,1
tj,TJMT,7772,31,15,1,0,8,7,1
tj,TJMT,8034,62,12,0,1,6,4,1
tj,TJMT,8049,20,5,0,0,2,2,1
tj,TJMT,8063,209,4,0,0,2,2,0
tj,TJMT,8081,15,4,0,0,1,3,0
tj,TJMT,8085,13,6,0,0,3,2,1
tj,TJMT,8090,19,6,0,0,2,3,1
tj,TJMT,8097,508,48,0,0,31,12,5
tj,TJMT,8105,188,37,0,0,22,11,4
tj,TJMT,8143,212,38,2,0,23,14,3
tj,TJMT,8178,53,12,0,0,7,4,1
tj,TJMT,48732,39,1,0,0,1,0,0
tj,TJMT,48387,1,1,0,0,1,0,0
tj,TJMT,48501,4,3,0,0,3,0,0
tj,TJMT,6596,26,15,0,0,12,1,2
tj,TJMT,8043,103,40,0,1,22,13,4
tj,TJMT,48390,1,1,0,0,1,0,0
tj,TJMT,6361,51,17,0,0,14,3,0
tj,TJMT,6666,61,5,0,0,4,1,0
tj,TJMT,79627,6,2,0,0,1,1,0
tj,TJMT,48416,13,1,0,0,0,1,0
tj,TJMT,48424,27,2,0,0,0,1,1
tj,TJMT,48454,1,1,0,0,0,1,0
tj,TJMT,48455,1,1,0,0,0,1,0
tj,TJMT,48492,2,1,0,0,0,1,0
tj,TJMT,73717,1,1,0,0,0,1,0
tj,TJMT,79629,1,1,0,0,0,1,0
tj,TJMT,6511,19,10,0,0,8,0,2
tj,TJMT,48414,1,1,0,0,1,0,0
tj,TJMT,6373,362,14,0,2,8,4,0
tj,TJMT,7386,144,12,0,0,8,4,0
tj,TJMT,75571,86,14,2,0,13,3,0
tj,TJMT,75572,176,19,0,0,14,5,0
tj,TJMT,7762,153,16,0,1,10,5,0
tj,TJMT,7777,197,22,0,0,16,5,1
tj,TJMT,7782,96,18,0,2,12,4,0
tj,TJMT,7270,52,16,0,1,10,5,0
tj,TJMT,8177,9,8,0,0,4,4,0
tj,TJMT,16501,167,18,0,0,12,6,0
tj,TJMT,17347,23,3,0,0,0,3,0
tj,TJMT,48415,303,20,1,2,13,6,0
tj,TJMT,51813,136,12,0,0,8,4,0
tj,TJMT,6545,336,7,0,2,2,3,0
tj,TJMT,6569,98,15,0,2,9,4,0
tj,TJMT,6803,103,13,0,1,8,4,0
tj,TJMT,6805,89,12,0,0,6,6,0
tj,TJMT,7315,136,14,2,0,12,4,0
tj,TJMT,75569,68,15,0,0,9,6,0
tj,TJMT,75570,62,12,0,0,8,4,0
tj,TJMT,7576,74,12,0,0,7,4,1
tj,TJMT,7745,132,19,0,0,11,7,1
tj,TJMT,8077,188,30,0,2,19,7,2
tj,TJMT,6371,563,6,0,0,4,2,0
tj,TJMT,6374,142,11,0,0,7,4,0
tj,TJMT,6378,92,10,0,2,5,3,0
tj,TJMT,6381,202,12,0,2,6,4,0
tj,TJMT,6382,134,10,0,0,6,4,0
tj,TJMT,6383,132,11,0,0,6,5,0
tj,TJMT,6385,175,11,0,1,7,3,0
tj,TJMT,6737,77,12,0,0,7,5,0
tj,TJMT,6491,27,6,0,0,6,0,0
tj,TJMT,6804,99,9,0,1,5,3,0
tj,TJMT,6546,123,5,0,0,4,1,0
tj,TJMT,6642,72,8,0,0,5,3,0
tj,TJMT,7344,29,7,0,0,4,3,0
tj,TJMT,6631,84,9,0,1,4,4,0
tj,TJMT,6652,84,7,0,1,3,3,0
tj,TJMT,6387,234,9,0,1,5,3,0
tj,TJMT,6389,146,9,0,1,4,4,0
tj,TJMT,6542,117,9,0,0,5,4,0
tj,TJMT,6543,148,9,0,0,5,4,0
tj,TJMT,6698,84,13,0,1,8,4,0
tj,TJMT,75573,46,9,0,0,7,2,0
tj,TJMT,51814,46,6,0,1,3,2,0
tj,TJMT,6372,84,8,0,0,5,3,0
tj,TJMT,6541,73,10,0,2,5,3,0
tj,TJMT,6626,86,7,0,0,4,3,0
tj,TJMT,7341,135,11,0,1,7,3,0
tj,TJMT,8122,59,20,0,1,14,4,1
tj,TJMT,6388,25,4,0,0,2,2,0
tj,TJMT,6391,42,9,0,1,5,3,0
tj,TJMT,6554,93,30,0,1,16,10,3
tj,TJMT,6636,84,4,2,0,5,1,0
tj,TJMT,78415,9,1,0,0,0,1,0
tj,TJMT,8056,6,3,0,0,1,2,0
tj,TJMT,6384,23,4,1,0,4,1,0
tj,TJMT,48633,10,2,1,1,1,1,0
tj,TJMT,48715,5,2,0,0,1,1,0
tj,TJMT,48720,4,1,0,0,0,1,0
tj,TJMT,48616,331,3,4,0,6,1,0
tj,TJMT,48637,382,3,5,0,7,1,0
tj,TJMT,48638,368,6,5,0,9,2,0
tj,TJMT,48724,5,1,0,0,1,0,0
tj,TJMT,48738,2,1,0,0,1,0,0
tj,TJMT,6801,335,34,0,0,20,11,3
tj,TJMT,6380,182,40,0,3,21,12,4
tj,TJMT,6547,97,22,0,1,7,10,4
tj,TJMT,6557,271,21,0,2,7,9,3
tj,TJMT,7250,5,3,0,0,2,1,0
tj,TJMT,7265,11,5,0,0,3,2,0
tj,TJMT,7565,482,35,0,1,19,13,2
tj,TJMT,7393,193,32,0,0,20,10,2
tj,TJMT,7395,120,25,0,1,15,7,2
tj,TJMT,8243,141,24,0,0,15,7,2
tj,TJMT,48394,41,9,2,0,9,2,0
tj,TJMT,48712,11,3,0,0,2,1,0
tj,TJMT,6621,30,3,0,0,2,1,0
tj,TJMT,7394,20,13,0,0,9,2,2
tj,TJMT,48619,3,2,0,0,1,1,0
tj,TJMT,48622,312,3,5,0,7,1,0
tj,TJMT,48630,31,6,0,0,5,1,0
tj,TJMT,48632,11,2,0,0,1,1,0
tj,TJMT,48647,7,4,0,1,2,1,0
tj,TJMT,48711,16,5,0,0,4,1,0
tj,TJMT,48717,27,6,0,0,5,1,0
tj,TJMT,48746,11,4,0,0,3,1,0
